username,qualification,skills,technical_job_role,non_technical_job_role
user4233,12th Pass,Technical Skill 410,Technical Job Role 473,Non-Technical Field 627
user4234,10th Pass,Technical Skill 54,Technical Job Role 1617,Non-Technical Field 643
user4235,12th Pass,Technical Skill 343,Technical Job Role 4786,Non-Technical Field 792
user4236,12th Pass,Technical Skill 511,Technical Job Role 2976,Non-Technical Field 976
user4237,B.Tech,Technical Skill 255,Technical Job Role 8120,Non-Technical Field 47
user4238,M.Tech,Technical Skill 825,Technical Job Role 9190,Non-Technical Field 142
user4239,12th Pass,Technical Skill 279,Technical Job Role 9339,Non-Technical Field 152
user4240,M.Tech,Technical Skill 233,Technical Job Role 933,Non-Technical Field 372
user4241,M.Tech,Technical Skill 899,Technical Job Role 3608,Non-Technical Field 366
user4242,12th Pass,Technical Skill 121,Technical Job Role 1243,Non-Technical Field 182
user4243,B.Tech,Technical Skill 290,Technical Job Role 310,Non-Technical Field 147
user4244,10th Pass,Technical Skill 16,Technical Job Role 1072,Non-Technical Field 513
user4245,M.Tech,Technical Skill 360,Technical Job Role 726,Non-Technical Field 955
user4246,M.Tech,Technical Skill 552,Technical Job Role 3605,Non-Technical Field 362
user4247,M.Tech,Technical Skill 735,Technical Job Role 5171,Non-Technical Field 233
user4248,10th Pass,Technical Skill 852,Technical Job Role 2464,Non-Technical Field 878
user4249,12th Pass,Technical Skill 994,Technical Job Role 5790,Non-Technical Field 64
user4250,10th Pass,Technical Skill 51,Technical Job Role 7986,Non-Technical Field 330
user4251,M.Tech,Technical Skill 234,Technical Job Role 3071,Non-Technical Field 92
user4252,B.Tech,Technical Skill 88,Technical Job Role 2415,Non-Technical Field 660
user4253,M.Tech,Technical Skill 727,Technical Job Role 8042,Non-Technical Field 997
user4254,10th Pass,Technical Skill 250,Technical Job Role 994,Non-Technical Field 988
user4255,B.Tech,Technical Skill 548,Technical Job Role 3926,Non-Technical Field 539
user4256,10th Pass,Technical Skill 975,Technical Job Role 7585,Non-Technical Field 78
user4257,10th Pass,Technical Skill 182,Technical Job Role 4721,Non-Technical Field 462
user4258,12th Pass,Technical Skill 263,Technical Job Role 6193,Non-Technical Field 255
user4259,M.Tech,Technical Skill 192,Technical Job Role 606,Non-Technical Field 186
user4260,12th Pass,Technical Skill 468,Technical Job Role 8815,Non-Technical Field 681
user4261,12th Pass,Technical Skill 458,Technical Job Role 8678,Non-Technical Field 596
user4262,12th Pass,Technical Skill 122,Technical Job Role 3884,Non-Technical Field 149
user4263,12th Pass,Technical Skill 753,Technical Job Role 6009,Non-Technical Field 739
user4264,B.Tech,Technical Skill 255,Technical Job Role 7837,Non-Technical Field 568
user4265,M.Tech,Technical Skill 973,Technical Job Role 3079,Non-Technical Field 443
user4266,M.Tech,Technical Skill 713,Technical Job Role 5655,Non-Technical Field 227
user4267,10th Pass,Technical Skill 610,Technical Job Role 6308,Non-Technical Field 818
user4268,12th Pass,Technical Skill 296,Technical Job Role 6472,Non-Technical Field 772
user4269,12th Pass,Technical Skill 603,Technical Job Role 177,Non-Technical Field 904
user4270,B.Tech,Technical Skill 370,Technical Job Role 8166,Non-Technical Field 82
user4271,12th Pass,Technical Skill 467,Technical Job Role 3107,Non-Technical Field 976
user4272,12th Pass,Technical Skill 556,Technical Job Role 7752,Non-Technical Field 171
user4273,M.Tech,Technical Skill 57,Technical Job Role 7519,Non-Technical Field 249
user4274,12th Pass,Technical Skill 55,Technical Job Role 9621,Non-Technical Field 279
user4275,M.Tech,Technical Skill 159,Technical Job Role 6943,Non-Technical Field 63
user4276,12th Pass,Technical Skill 469,Technical Job Role 6689,Non-Technical Field 515
user4277,10th Pass,Technical Skill 406,Technical Job Role 9699,Non-Technical Field 55
user4278,B.Tech,Technical Skill 205,Technical Job Role 3404,Non-Technical Field 530
user4279,12th Pass,Technical Skill 666,Technical Job Role 8856,Non-Technical Field 77
user4280,10th Pass,Technical Skill 158,Technical Job Role 6392,Non-Technical Field 866
user4281,B.Tech,Technical Skill 60,Technical Job Role 5834,Non-Technical Field 866
user4282,10th Pass,Technical Skill 229,Technical Job Role 979,Non-Technical Field 299
user4283,10th Pass,Technical Skill 181,Technical Job Role 8783,Non-Technical Field 23
user4284,B.Tech,Technical Skill 389,Technical Job Role 2302,Non-Technical Field 639
user4285,10th Pass,Technical Skill 161,Technical Job Role 3531,Non-Technical Field 757
user4286,10th Pass,Technical Skill 336,Technical Job Role 4706,Non-Technical Field 727
user4287,B.Tech,Technical Skill 602,Technical Job Role 4987,Non-Technical Field 783
user4288,B.Tech,Technical Skill 524,Technical Job Role 4861,Non-Technical Field 668
user4289,B.Tech,Technical Skill 605,Technical Job Role 9103,Non-Technical Field 988
user4290,M.Tech,Technical Skill 417,Technical Job Role 9326,Non-Technical Field 432
user4291,M.Tech,Technical Skill 308,Technical Job Role 8031,Non-Technical Field 544
user4292,B.Tech,Technical Skill 331,Technical Job Role 4881,Non-Technical Field 916
user4293,B.Tech,Technical Skill 691,Technical Job Role 1858,Non-Technical Field 349
user4294,M.Tech,Technical Skill 375,Technical Job Role 3569,Non-Technical Field 9
user4295,M.Tech,Technical Skill 135,Technical Job Role 82,Non-Technical Field 300
user4296,B.Tech,Technical Skill 485,Technical Job Role 949,Non-Technical Field 700
user4297,M.Tech,Technical Skill 517,Technical Job Role 9674,Non-Technical Field 96
user4298,B.Tech,Technical Skill 54,Technical Job Role 6535,Non-Technical Field 916
user4299,10th Pass,Technical Skill 233,Technical Job Role 508,Non-Technical Field 386
user4300,10th Pass,Technical Skill 259,Technical Job Role 9284,Non-Technical Field 432
user4301,10th Pass,Technical Skill 50,Technical Job Role 5802,Non-Technical Field 907
user4302,12th Pass,Technical Skill 702,Technical Job Role 1671,Non-Technical Field 328
user4303,M.Tech,Technical Skill 29,Technical Job Role 3558,Non-Technical Field 34
user4304,12th Pass,Technical Skill 404,Technical Job Role 7695,Non-Technical Field 869
user4305,10th Pass,Technical Skill 175,Technical Job Role 9718,Non-Technical Field 909
user4306,10th Pass,Technical Skill 504,Technical Job Role 4323,Non-Technical Field 788
user4307,10th Pass,Technical Skill 711,Technical Job Role 4324,Non-Technical Field 573
user4308,10th Pass,Technical Skill 774,Technical Job Role 2619,Non-Technical Field 341
user4309,12th Pass,Technical Skill 251,Technical Job Role 3756,Non-Technical Field 367
user4310,B.Tech,Technical Skill 313,Technical Job Role 4091,Non-Technical Field 610
user4311,M.Tech,Technical Skill 607,Technical Job Role 6530,Non-Technical Field 912
user4312,B.Tech,Technical Skill 175,Technical Job Role 5538,Non-Technical Field 670
user4313,10th Pass,Technical Skill 834,Technical Job Role 1617,Non-Technical Field 953
user4314,B.Tech,Technical Skill 100,Technical Job Role 36,Non-Technical Field 706
user4315,B.Tech,Technical Skill 649,Technical Job Role 2207,Non-Technical Field 120
user4316,10th Pass,Technical Skill 940,Technical Job Role 8860,Non-Technical Field 829
user4317,12th Pass,Technical Skill 769,Technical Job Role 7204,Non-Technical Field 170
user4318,M.Tech,Technical Skill 667,Technical Job Role 3529,Non-Technical Field 455
user4319,B.Tech,Technical Skill 445,Technical Job Role 2214,Non-Technical Field 65
user4320,M.Tech,Technical Skill 314,Technical Job Role 1914,Non-Technical Field 910
user4321,12th Pass,Technical Skill 867,Technical Job Role 456,Non-Technical Field 464
user4322,12th Pass,Technical Skill 19,Technical Job Role 7732,Non-Technical Field 621
user4323,12th Pass,Technical Skill 877,Technical Job Role 3501,Non-Technical Field 750
user4324,10th Pass,Technical Skill 187,Technical Job Role 7384,Non-Technical Field 226
user4325,M.Tech,Technical Skill 668,Technical Job Role 5291,Non-Technical Field 343
user4326,M.Tech,Technical Skill 230,Technical Job Role 4905,Non-Technical Field 469
user4327,10th Pass,Technical Skill 509,Technical Job Role 733,Non-Technical Field 665
user4328,M.Tech,Technical Skill 923,Technical Job Role 6591,Non-Technical Field 261
user4329,B.Tech,Technical Skill 911,Technical Job Role 8934,Non-Technical Field 471
user4330,M.Tech,Technical Skill 149,Technical Job Role 2447,Non-Technical Field 11
user4331,M.Tech,Technical Skill 712,Technical Job Role 9477,Non-Technical Field 239
user4332,10th Pass,Technical Skill 556,Technical Job Role 6398,Non-Technical Field 984
user4333,M.Tech,Technical Skill 580,Technical Job Role 6931,Non-Technical Field 197
user4334,M.Tech,Technical Skill 958,Technical Job Role 9570,Non-Technical Field 715
user4335,B.Tech,Technical Skill 551,Technical Job Role 2264,Non-Technical Field 247
user4336,10th Pass,Technical Skill 655,Technical Job Role 8258,Non-Technical Field 94
user4337,10th Pass,Technical Skill 9,Technical Job Role 3883,Non-Technical Field 919
user4338,M.Tech,Technical Skill 890,Technical Job Role 4353,Non-Technical Field 600
user4339,B.Tech,Technical Skill 484,Technical Job Role 1063,Non-Technical Field 156
user4340,B.Tech,Technical Skill 270,Technical Job Role 2450,Non-Technical Field 126
user4341,M.Tech,Technical Skill 92,Technical Job Role 3296,Non-Technical Field 814
user4342,12th Pass,Technical Skill 802,Technical Job Role 5133,Non-Technical Field 322
user4343,B.Tech,Technical Skill 141,Technical Job Role 2124,Non-Technical Field 205
user4344,12th Pass,Technical Skill 213,Technical Job Role 2730,Non-Technical Field 325
user4345,M.Tech,Technical Skill 435,Technical Job Role 2870,Non-Technical Field 874
user4346,M.Tech,Technical Skill 277,Technical Job Role 1373,Non-Technical Field 292
user4347,12th Pass,Technical Skill 490,Technical Job Role 1645,Non-Technical Field 570
user4348,12th Pass,Technical Skill 330,Technical Job Role 3174,Non-Technical Field 150
user4349,M.Tech,Technical Skill 287,Technical Job Role 8874,Non-Technical Field 384
user4350,12th Pass,Technical Skill 459,Technical Job Role 5368,Non-Technical Field 343
user4351,10th Pass,Technical Skill 679,Technical Job Role 7287,Non-Technical Field 827
user4352,12th Pass,Technical Skill 234,Technical Job Role 7507,Non-Technical Field 382
user4353,12th Pass,Technical Skill 988,Technical Job Role 9941,Non-Technical Field 373
user4354,M.Tech,Technical Skill 668,Technical Job Role 666,Non-Technical Field 278
user4355,M.Tech,Technical Skill 645,Technical Job Role 4169,Non-Technical Field 27
user4356,12th Pass,Technical Skill 584,Technical Job Role 7013,Non-Technical Field 757
user4357,10th Pass,Technical Skill 597,Technical Job Role 5192,Non-Technical Field 720
user4358,M.Tech,Technical Skill 520,Technical Job Role 3913,Non-Technical Field 559
user4359,B.Tech,Technical Skill 545,Technical Job Role 1198,Non-Technical Field 123
user4360,B.Tech,Technical Skill 202,Technical Job Role 3323,Non-Technical Field 356
user4361,10th Pass,Technical Skill 750,Technical Job Role 6525,Non-Technical Field 349
user4362,B.Tech,Technical Skill 167,Technical Job Role 6673,Non-Technical Field 45
user4363,10th Pass,Technical Skill 88,Technical Job Role 4923,Non-Technical Field 375
user4364,M.Tech,Technical Skill 795,Technical Job Role 1555,Non-Technical Field 894
user4365,10th Pass,Technical Skill 29,Technical Job Role 3846,Non-Technical Field 579
user4366,M.Tech,Technical Skill 425,Technical Job Role 5772,Non-Technical Field 927
user4367,12th Pass,Technical Skill 585,Technical Job Role 1377,Non-Technical Field 858
user4368,12th Pass,Technical Skill 697,Technical Job Role 8565,Non-Technical Field 693
user4369,12th Pass,Technical Skill 301,Technical Job Role 3076,Non-Technical Field 768
user4370,10th Pass,Technical Skill 979,Technical Job Role 9076,Non-Technical Field 447
user4371,12th Pass,Technical Skill 293,Technical Job Role 5887,Non-Technical Field 173
user4372,M.Tech,Technical Skill 500,Technical Job Role 4001,Non-Technical Field 408
user4373,M.Tech,Technical Skill 117,Technical Job Role 5380,Non-Technical Field 16
user4374,M.Tech,Technical Skill 287,Technical Job Role 9369,Non-Technical Field 744
user4375,B.Tech,Technical Skill 451,Technical Job Role 959,Non-Technical Field 201
user4376,M.Tech,Technical Skill 569,Technical Job Role 1538,Non-Technical Field 843
user4377,B.Tech,Technical Skill 235,Technical Job Role 7548,Non-Technical Field 822
user4378,M.Tech,Technical Skill 521,Technical Job Role 5425,Non-Technical Field 769
user4379,M.Tech,Technical Skill 538,Technical Job Role 7684,Non-Technical Field 876
user4380,10th Pass,Technical Skill 118,Technical Job Role 1194,Non-Technical Field 581
user4381,12th Pass,Technical Skill 208,Technical Job Role 7503,Non-Technical Field 772
user4382,12th Pass,Technical Skill 189,Technical Job Role 4742,Non-Technical Field 478
user4383,B.Tech,Technical Skill 742,Technical Job Role 194,Non-Technical Field 106
user4384,M.Tech,Technical Skill 252,Technical Job Role 9057,Non-Technical Field 489
user4385,B.Tech,Technical Skill 627,Technical Job Role 4354,Non-Technical Field 664
user4386,10th Pass,Technical Skill 980,Technical Job Role 698,Non-Technical Field 347
user4387,10th Pass,Technical Skill 954,Technical Job Role 3884,Non-Technical Field 156
user4388,10th Pass,Technical Skill 540,Technical Job Role 9322,Non-Technical Field 77
user4389,10th Pass,Technical Skill 739,Technical Job Role 6925,Non-Technical Field 574
user4390,10th Pass,Technical Skill 686,Technical Job Role 1483,Non-Technical Field 833
user4391,M.Tech,Technical Skill 431,Technical Job Role 8878,Non-Technical Field 73
user4392,12th Pass,Technical Skill 437,Technical Job Role 972,Non-Technical Field 695
user4393,12th Pass,Technical Skill 479,Technical Job Role 1398,Non-Technical Field 743
user4394,12th Pass,Technical Skill 401,Technical Job Role 4033,Non-Technical Field 616
user4395,10th Pass,Technical Skill 681,Technical Job Role 1952,Non-Technical Field 321
user4396,10th Pass,Technical Skill 468,Technical Job Role 1083,Non-Technical Field 460
user4397,M.Tech,Technical Skill 400,Technical Job Role 3647,Non-Technical Field 410
user4398,B.Tech,Technical Skill 358,Technical Job Role 1940,Non-Technical Field 479
user4399,M.Tech,Technical Skill 879,Technical Job Role 1145,Non-Technical Field 685
user4400,M.Tech,Technical Skill 539,Technical Job Role 6677,Non-Technical Field 188
user4401,12th Pass,Technical Skill 118,Technical Job Role 1719,Non-Technical Field 403
user4402,M.Tech,Technical Skill 228,Technical Job Role 131,Non-Technical Field 849
user4403,B.Tech,Technical Skill 347,Technical Job Role 682,Non-Technical Field 749
user4404,10th Pass,Technical Skill 397,Technical Job Role 7049,Non-Technical Field 213
user4405,B.Tech,Technical Skill 22,Technical Job Role 9680,Non-Technical Field 2
user4406,10th Pass,Technical Skill 950,Technical Job Role 7269,Non-Technical Field 256
user4407,10th Pass,Technical Skill 445,Technical Job Role 9451,Non-Technical Field 317
user4408,10th Pass,Technical Skill 281,Technical Job Role 6989,Non-Technical Field 890
user4409,B.Tech,Technical Skill 324,Technical Job Role 3222,Non-Technical Field 818
user4410,M.Tech,Technical Skill 796,Technical Job Role 419,Non-Technical Field 630
user4411,B.Tech,Technical Skill 7,Technical Job Role 448,Non-Technical Field 644
user4412,10th Pass,Technical Skill 617,Technical Job Role 9753,Non-Technical Field 425
user4413,B.Tech,Technical Skill 416,Technical Job Role 9369,Non-Technical Field 729
user4414,B.Tech,Technical Skill 787,Technical Job Role 1679,Non-Technical Field 159
user4415,12th Pass,Technical Skill 466,Technical Job Role 476,Non-Technical Field 891
user4416,M.Tech,Technical Skill 38,Technical Job Role 4018,Non-Technical Field 87
user4417,M.Tech,Technical Skill 394,Technical Job Role 6435,Non-Technical Field 243
user4418,B.Tech,Technical Skill 417,Technical Job Role 893,Non-Technical Field 597
user4419,10th Pass,Technical Skill 839,Technical Job Role 594,Non-Technical Field 2
user4420,10th Pass,Technical Skill 59,Technical Job Role 2764,Non-Technical Field 342
user4421,10th Pass,Technical Skill 906,Technical Job Role 6066,Non-Technical Field 82
user4422,12th Pass,Technical Skill 583,Technical Job Role 6857,Non-Technical Field 774
user4423,B.Tech,Technical Skill 33,Technical Job Role 5424,Non-Technical Field 554
user4424,M.Tech,Technical Skill 134,Technical Job Role 6072,Non-Technical Field 724
user4425,10th Pass,Technical Skill 195,Technical Job Role 4855,Non-Technical Field 416
user4426,M.Tech,Technical Skill 81,Technical Job Role 1862,Non-Technical Field 651
user4427,B.Tech,Technical Skill 420,Technical Job Role 1363,Non-Technical Field 435
user4428,B.Tech,Technical Skill 978,Technical Job Role 4280,Non-Technical Field 318
user4429,10th Pass,Technical Skill 184,Technical Job Role 596,Non-Technical Field 493
user4430,M.Tech,Technical Skill 696,Technical Job Role 8327,Non-Technical Field 88
user4431,M.Tech,Technical Skill 628,Technical Job Role 9669,Non-Technical Field 36
user4432,12th Pass,Technical Skill 33,Technical Job Role 1161,Non-Technical Field 892
user4433,B.Tech,Technical Skill 490,Technical Job Role 16,Non-Technical Field 620
user4434,B.Tech,Technical Skill 337,Technical Job Role 3261,Non-Technical Field 428
user4435,10th Pass,Technical Skill 938,Technical Job Role 5343,Non-Technical Field 295
user4436,12th Pass,Technical Skill 409,Technical Job Role 2806,Non-Technical Field 740
user4437,12th Pass,Technical Skill 775,Technical Job Role 6006,Non-Technical Field 126
user4438,B.Tech,Technical Skill 369,Technical Job Role 1489,Non-Technical Field 551
user4439,B.Tech,Technical Skill 782,Technical Job Role 8215,Non-Technical Field 6
user4440,10th Pass,Technical Skill 716,Technical Job Role 540,Non-Technical Field 416
user4441,12th Pass,Technical Skill 844,Technical Job Role 2281,Non-Technical Field 189
user4442,B.Tech,Technical Skill 907,Technical Job Role 1933,Non-Technical Field 20
user4443,M.Tech,Technical Skill 374,Technical Job Role 9346,Non-Technical Field 707
user4444,12th Pass,Technical Skill 710,Technical Job Role 6066,Non-Technical Field 887
user4445,M.Tech,Technical Skill 527,Technical Job Role 4791,Non-Technical Field 17
user4446,10th Pass,Technical Skill 506,Technical Job Role 2472,Non-Technical Field 337
user4447,M.Tech,Technical Skill 757,Technical Job Role 6182,Non-Technical Field 129
user4448,M.Tech,Technical Skill 873,Technical Job Role 4300,Non-Technical Field 22
user4449,M.Tech,Technical Skill 151,Technical Job Role 6623,Non-Technical Field 480
user4450,12th Pass,Technical Skill 432,Technical Job Role 1968,Non-Technical Field 132
user4451,B.Tech,Technical Skill 323,Technical Job Role 8809,Non-Technical Field 571
user4452,B.Tech,Technical Skill 544,Technical Job Role 1432,Non-Technical Field 346
user4453,M.Tech,Technical Skill 175,Technical Job Role 1408,Non-Technical Field 797
user4454,B.Tech,Technical Skill 322,Technical Job Role 996,Non-Technical Field 982
user4455,10th Pass,Technical Skill 134,Technical Job Role 8982,Non-Technical Field 811
user4456,M.Tech,Technical Skill 248,Technical Job Role 1405,Non-Technical Field 74
user4457,12th Pass,Technical Skill 622,Technical Job Role 5560,Non-Technical Field 943
user4458,M.Tech,Technical Skill 325,Technical Job Role 8682,Non-Technical Field 358
user4459,M.Tech,Technical Skill 441,Technical Job Role 610,Non-Technical Field 53
user4460,10th Pass,Technical Skill 506,Technical Job Role 2798,Non-Technical Field 229
user4461,M.Tech,Technical Skill 691,Technical Job Role 347,Non-Technical Field 921
user4462,B.Tech,Technical Skill 124,Technical Job Role 6195,Non-Technical Field 815
user4463,12th Pass,Technical Skill 304,Technical Job Role 3857,Non-Technical Field 959
user4464,M.Tech,Technical Skill 536,Technical Job Role 7534,Non-Technical Field 749
user4465,10th Pass,Technical Skill 163,Technical Job Role 2780,Non-Technical Field 853
user4466,10th Pass,Technical Skill 31,Technical Job Role 9799,Non-Technical Field 599
user4467,10th Pass,Technical Skill 640,Technical Job Role 1929,Non-Technical Field 941
user4468,B.Tech,Technical Skill 206,Technical Job Role 9320,Non-Technical Field 316
user4469,10th Pass,Technical Skill 613,Technical Job Role 8396,Non-Technical Field 669
user4470,10th Pass,Technical Skill 123,Technical Job Role 9478,Non-Technical Field 76
user4471,B.Tech,Technical Skill 259,Technical Job Role 8781,Non-Technical Field 892
user4472,10th Pass,Technical Skill 424,Technical Job Role 8422,Non-Technical Field 578
user4473,10th Pass,Technical Skill 478,Technical Job Role 5799,Non-Technical Field 711
user4474,12th Pass,Technical Skill 832,Technical Job Role 2609,Non-Technical Field 586
user4475,10th Pass,Technical Skill 255,Technical Job Role 3228,Non-Technical Field 586
user4476,M.Tech,Technical Skill 497,Technical Job Role 8695,Non-Technical Field 883
user4477,10th Pass,Technical Skill 377,Technical Job Role 2929,Non-Technical Field 140
user4478,10th Pass,Technical Skill 130,Technical Job Role 3260,Non-Technical Field 643
user4479,10th Pass,Technical Skill 453,Technical Job Role 5278,Non-Technical Field 521
user4480,B.Tech,Technical Skill 515,Technical Job Role 4380,Non-Technical Field 293
user4481,M.Tech,Technical Skill 863,Technical Job Role 2636,Non-Technical Field 298
user4482,M.Tech,Technical Skill 531,Technical Job Role 7720,Non-Technical Field 958
user4483,M.Tech,Technical Skill 220,Technical Job Role 5153,Non-Technical Field 661
user4484,B.Tech,Technical Skill 882,Technical Job Role 6245,Non-Technical Field 305
user4485,12th Pass,Technical Skill 201,Technical Job Role 1602,Non-Technical Field 555
user4486,M.Tech,Technical Skill 744,Technical Job Role 6357,Non-Technical Field 889
user4487,B.Tech,Technical Skill 472,Technical Job Role 9942,Non-Technical Field 208
user4488,10th Pass,Technical Skill 657,Technical Job Role 6681,Non-Technical Field 119
user4489,B.Tech,Technical Skill 370,Technical Job Role 617,Non-Technical Field 725
user4490,10th Pass,Technical Skill 616,Technical Job Role 7075,Non-Technical Field 895
user4491,12th Pass,Technical Skill 86,Technical Job Role 2999,Non-Technical Field 290
user4492,12th Pass,Technical Skill 742,Technical Job Role 1253,Non-Technical Field 785
user4493,12th Pass,Technical Skill 481,Technical Job Role 5645,Non-Technical Field 594
user4494,M.Tech,Technical Skill 904,Technical Job Role 6686,Non-Technical Field 448
user4495,B.Tech,Technical Skill 546,Technical Job Role 8701,Non-Technical Field 288
user4496,B.Tech,Technical Skill 439,Technical Job Role 3317,Non-Technical Field 829
user4497,M.Tech,Technical Skill 11,Technical Job Role 5604,Non-Technical Field 487
user4498,M.Tech,Technical Skill 836,Technical Job Role 9118,Non-Technical Field 942
user4499,10th Pass,Technical Skill 631,Technical Job Role 1207,Non-Technical Field 416
user4500,B.Tech,Technical Skill 647,Technical Job Role 6351,Non-Technical Field 571
user4501,12th Pass,Technical Skill 357,Technical Job Role 3288,Non-Technical Field 819
user4502,12th Pass,Technical Skill 68,Technical Job Role 3403,Non-Technical Field 155
user4503,B.Tech,Technical Skill 204,Technical Job Role 7707,Non-Technical Field 222
user4504,12th Pass,Technical Skill 451,Technical Job Role 602,Non-Technical Field 901
user4505,B.Tech,Technical Skill 420,Technical Job Role 2157,Non-Technical Field 231
user4506,B.Tech,Technical Skill 934,Technical Job Role 6617,Non-Technical Field 831
user4507,12th Pass,Technical Skill 842,Technical Job Role 4370,Non-Technical Field 674
user4508,12th Pass,Technical Skill 184,Technical Job Role 8920,Non-Technical Field 167
user4509,M.Tech,Technical Skill 194,Technical Job Role 2444,Non-Technical Field 574
user4510,B.Tech,Technical Skill 690,Technical Job Role 8461,Non-Technical Field 651
user4511,10th Pass,Technical Skill 882,Technical Job Role 9669,Non-Technical Field 808
user4512,M.Tech,Technical Skill 271,Technical Job Role 9367,Non-Technical Field 689
user4513,M.Tech,Technical Skill 451,Technical Job Role 7603,Non-Technical Field 853
user4514,M.Tech,Technical Skill 508,Technical Job Role 219,Non-Technical Field 175
user4515,B.Tech,Technical Skill 290,Technical Job Role 2571,Non-Technical Field 972
user4516,B.Tech,Technical Skill 455,Technical Job Role 3427,Non-Technical Field 551
user4517,M.Tech,Technical Skill 776,Technical Job Role 7294,Non-Technical Field 923
user4518,M.Tech,Technical Skill 842,Technical Job Role 7609,Non-Technical Field 597
user4519,B.Tech,Technical Skill 572,Technical Job Role 2961,Non-Technical Field 797
user4520,10th Pass,Technical Skill 32,Technical Job Role 6399,Non-Technical Field 796
user4521,12th Pass,Technical Skill 930,Technical Job Role 8923,Non-Technical Field 391
user4522,10th Pass,Technical Skill 734,Technical Job Role 3532,Non-Technical Field 108
user4523,B.Tech,Technical Skill 285,Technical Job Role 9178,Non-Technical Field 322
user4524,M.Tech,Technical Skill 187,Technical Job Role 4410,Non-Technical Field 528
user4525,M.Tech,Technical Skill 644,Technical Job Role 5655,Non-Technical Field 919
user4526,B.Tech,Technical Skill 720,Technical Job Role 1636,Non-Technical Field 899
user4527,M.Tech,Technical Skill 792,Technical Job Role 4971,Non-Technical Field 778
user4528,10th Pass,Technical Skill 631,Technical Job Role 4169,Non-Technical Field 668
user4529,M.Tech,Technical Skill 115,Technical Job Role 9345,Non-Technical Field 973
user4530,B.Tech,Technical Skill 867,Technical Job Role 637,Non-Technical Field 236
user4531,M.Tech,Technical Skill 213,Technical Job Role 8368,Non-Technical Field 686
user4532,B.Tech,Technical Skill 675,Technical Job Role 4225,Non-Technical Field 434
user4533,B.Tech,Technical Skill 415,Technical Job Role 6904,Non-Technical Field 65
user4534,M.Tech,Technical Skill 776,Technical Job Role 5700,Non-Technical Field 864
user4535,10th Pass,Technical Skill 345,Technical Job Role 8574,Non-Technical Field 746
user4536,B.Tech,Technical Skill 868,Technical Job Role 7741,Non-Technical Field 247
user4537,10th Pass,Technical Skill 141,Technical Job Role 1983,Non-Technical Field 359
user4538,12th Pass,Technical Skill 300,Technical Job Role 425,Non-Technical Field 798
user4539,10th Pass,Technical Skill 976,Technical Job Role 3726,Non-Technical Field 934
user4540,B.Tech,Technical Skill 633,Technical Job Role 4948,Non-Technical Field 924
user4541,12th Pass,Technical Skill 810,Technical Job Role 3732,Non-Technical Field 809
user4542,B.Tech,Technical Skill 171,Technical Job Role 1855,Non-Technical Field 120
user4543,12th Pass,Technical Skill 993,Technical Job Role 1657,Non-Technical Field 256
user4544,M.Tech,Technical Skill 842,Technical Job Role 1830,Non-Technical Field 713
user4545,B.Tech,Technical Skill 5,Technical Job Role 6120,Non-Technical Field 310
user4546,B.Tech,Technical Skill 62,Technical Job Role 9931,Non-Technical Field 377
user4547,12th Pass,Technical Skill 518,Technical Job Role 519,Non-Technical Field 234
user4548,M.Tech,Technical Skill 420,Technical Job Role 4659,Non-Technical Field 176
user4549,M.Tech,Technical Skill 52,Technical Job Role 6625,Non-Technical Field 28
user4550,M.Tech,Technical Skill 869,Technical Job Role 2793,Non-Technical Field 462
user4551,10th Pass,Technical Skill 383,Technical Job Role 683,Non-Technical Field 952
user4552,12th Pass,Technical Skill 719,Technical Job Role 2523,Non-Technical Field 757
user4553,10th Pass,Technical Skill 721,Technical Job Role 6625,Non-Technical Field 42
user4554,M.Tech,Technical Skill 103,Technical Job Role 2879,Non-Technical Field 431
user4555,B.Tech,Technical Skill 360,Technical Job Role 2050,Non-Technical Field 69
user4556,M.Tech,Technical Skill 150,Technical Job Role 5241,Non-Technical Field 348
user4557,10th Pass,Technical Skill 403,Technical Job Role 2033,Non-Technical Field 697
user4558,B.Tech,Technical Skill 31,Technical Job Role 8376,Non-Technical Field 158
user4559,12th Pass,Technical Skill 708,Technical Job Role 8923,Non-Technical Field 27
user4560,B.Tech,Technical Skill 688,Technical Job Role 8427,Non-Technical Field 556
user4561,12th Pass,Technical Skill 26,Technical Job Role 2773,Non-Technical Field 95
user4562,M.Tech,Technical Skill 192,Technical Job Role 8628,Non-Technical Field 462
user4563,B.Tech,Technical Skill 964,Technical Job Role 3549,Non-Technical Field 762
user4564,12th Pass,Technical Skill 100,Technical Job Role 9797,Non-Technical Field 745
user4565,B.Tech,Technical Skill 871,Technical Job Role 9190,Non-Technical Field 536
user4566,12th Pass,Technical Skill 540,Technical Job Role 3393,Non-Technical Field 885
user4567,B.Tech,Technical Skill 816,Technical Job Role 4979,Non-Technical Field 679
user4568,M.Tech,Technical Skill 355,Technical Job Role 3980,Non-Technical Field 256
user4569,12th Pass,Technical Skill 351,Technical Job Role 8159,Non-Technical Field 481
user4570,12th Pass,Technical Skill 348,Technical Job Role 2437,Non-Technical Field 631
user4571,M.Tech,Technical Skill 116,Technical Job Role 7907,Non-Technical Field 983
user4572,10th Pass,Technical Skill 625,Technical Job Role 4097,Non-Technical Field 992
user4573,12th Pass,Technical Skill 727,Technical Job Role 5798,Non-Technical Field 438
